ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-03-02,289.40121323769347,281.1484443863411,287.26046947850494,289.40121323769347,289.40121323769347,-5.203278191313482,-5.203278191313482,-5.203278191313482,0.029189738174100487,0.029189738174100487,0.029189738174100487,-5.232467929487581,-5.232467929487581,-5.232467929487581,0.0,0.0,0.0,284.19793504638
2015-03-03,289.4119187508657,280.96455108662474,287.00781664885596,289.4119187508657,289.4119187508657,-5.321099673812061,-5.321099673812061,-5.321099673812061,-0.1311910276486796,-0.1311910276486796,-0.1311910276486796,-5.1899086461633805,-5.1899086461633805,-5.1899086461633805,0.0,0.0,0.0,284.09081907705365
2015-03-04,289.422624264038,281.23752388066436,287.0609632663669,289.422624264038,289.422624264038,-5.304180777811964,-5.304180777811964,-5.304180777811964,-0.1471459108924943,-0.1471459108924943,-0.1471459108924943,-5.15703486691947,-5.15703486691947,-5.15703486691947,0.0,0.0,0.0,284.11844348622606
2015-03-05,289.4333297772103,281.4665123553089,287.2390773629889,289.4333297772103,289.4333297772103,-5.172852980011933,-5.172852980011933,-5.172852980011933,-0.03977502371541777,-0.03977502371541777,-0.03977502371541777,-5.133077956296515,-5.133077956296515,-5.133077956296515,0.0,0.0,0.0,284.26047679719835
2015-03-06,289.44403529038254,281.4712701714916,287.502019793496,289.44403529038254,289.44403529038254,-5.045096600768784,-5.045096600768784,-5.045096600768784,0.07190578096103903,0.07190578096103903,0.07190578096103903,-5.117002381729824,-5.117002381729824,-5.117002381729824,0.0,0.0,0.0,284.3989386896138
2015-03-07,289.45474080355484,281.619956993568,287.35817842696025,289.45474080355484,289.45474080355484,-5.0171327235228,-5.0171327235228,-5.0171327235228,0.09040240619853868,0.09040240619853868,0.09040240619853868,-5.107535129721341,-5.107535129721341,-5.107535129721341,0.0,0.0,0.0,284.437608080032
2015-03-08,289.46544631672714,281.55030362445433,287.24339306424014,289.46544631672714,289.46544631672714,-4.976587627610262,-4.976587627610262,-4.976587627610262,0.12661403692309675,0.12661403692309675,0.12661403692309675,-5.103201664533359,-5.103201664533359,-5.103201664533359,0.0,0.0,0.0,284.48885868911685
2015-03-09,289.47615182989944,281.5882988398005,287.22582181305177,289.47615182989944,289.47615182989944,-5.073177675526857,-5.073177675526857,-5.073177675526857,0.029189738173930353,0.029189738173930353,0.029189738173930353,-5.102367413700788,-5.102367413700788,-5.102367413700788,0.0,0.0,0.0,284.4029741543726
2015-03-10,289.4868573430717,281.432235290232,287.07994268684416,289.4868573430717,289.4868573430717,-5.2344746368771595,-5.2344746368771595,-5.2344746368771595,-0.13119102764878676,-0.13119102764878676,-0.13119102764878676,-5.103283609228372,-5.103283609228372,-5.103283609228372,0.0,0.0,0.0,284.2523827061945
2015-03-11,289.497562856244,281.3021157791204,287.28950760984037,289.497562856244,289.497562856244,-5.251282102003538,-5.251282102003538,-5.251282102003538,-0.14714591089248524,-0.14714591089248524,-0.14714591089248524,-5.104136191111054,-5.104136191111054,-5.104136191111054,0.0,0.0,0.0,284.24628075424044
